name,seed,n_rep_periods,period_length,clustering_type,distance,weight_type,projection_error,termination_status,objective_value,evaluation_termination_status,evaluated_objective_value,total_spillage,total_borrow,time_to_preprocess,time_to_cluster,time_to_fit_weights,time_to_formulate_model,time_to_solve,time_to_read
gep_10_24_k_medoids_euclidean_dirac_1000_0.0001,587,10,24,k_medoids,euclidean,dirac,141.96924207749518,OPTIMAL,5.417770562724446e7,OPTIMAL,1.4654444576639667e8,0.0,0.0,0.007684875,0.212285,1.167e-6,0.68867325,2.199426917,0.419225916
gep_10_24_hull_euclidean_dirac_1000_0.0001,587,10,24,hull,euclidean,dirac,163.04728312214434,OPTIMAL,7.387734504087318e7,OPTIMAL,6.821735691224927e7,0.0,0.0,0.00779175,1.677881084,9.58e-7,0.761865958,2.661095792,0.419225916
gep_10_24_k_means_euclidean_convex_1000_0.0001,587,10,24,k_means,euclidean,convex,109.75232499543577,OPTIMAL,5.1779415804799445e7,OPTIMAL,1.3242641798781073e8,0.0,0.0,0.007765541,0.911648959,4.156507583,0.731283125,2.534540083,0.419225916
gep_10_24_k_medoids_euclidean_convex_1000_0.0001,587,10,24,k_medoids,euclidean,convex,124.83461105055868,OPTIMAL,5.389544715356297e7,OPTIMAL,1.4453644358079192e8,0.0,0.0,0.007699333,0.207828542,5.428382667,0.75260475,2.864562667,0.419225916
gep_10_24_hull_euclidean_convex_1000_0.0001,587,10,24,hull,euclidean,convex,113.57617621396463,OPTIMAL,7.14280855775156e7,OPTIMAL,6.943606140373045e7,0.0,0.0,0.007827375,1.656450916,4.498722958,0.760040208,2.443883333,0.419225916
gep_10_24_k_means_euclidean_conical_bounded_1000_0.0001,587,10,24,k_means,euclidean,conical_bounded,108.60912224309152,OPTIMAL,5.1393325141678825e7,OPTIMAL,1.3236147952123597e8,0.0,0.0,0.007800041,0.220424833,5.457272875,0.724092542,2.483661291,0.419225916
gep_10_24_k_medoids_euclidean_conical_bounded_1000_0.0001,587,10,24,k_medoids,euclidean,conical_bounded,123.7398169440952,OPTIMAL,5.354730870643793e7,OPTIMAL,1.4412059705827805e8,0.0,0.0,0.007698625,0.212995709,5.443269375,0.753711917,2.548055875,0.419225916
gep_10_24_hull_euclidean_conical_bounded_1000_0.0001,587,10,24,hull,euclidean,conical_bounded,111.32824247619048,OPTIMAL,5.9899631667015284e7,OPTIMAL,6.949330907763323e7,0.0,0.0,0.00785,1.45176775,4.699789917,0.770838542,2.65033925,0.419225916
gep_10_24_k_means_euclidean_conical_1000_0.0001,587,10,24,k_means,euclidean,conical,109.69942084589393,OPTIMAL,5.243292511757882e7,OPTIMAL,1.3512928567741883e8,0.0,0.0,0.007808834,0.221658584,3.411859791,0.718740583,2.461892584,0.419225916
gep_10_24_k_medoids_euclidean_conical_1000_0.0001,587,10,24,k_medoids,euclidean,conical,130.66591524447594,OPTIMAL,5.458808740947349e7,OPTIMAL,1.4711982913431862e8,0.0,0.0,0.007840084,0.211170666,3.396390125,0.75356125,2.268060125,0.419225916
gep_10_24_hull_euclidean_conical_1000_0.0001,587,10,24,hull,euclidean,conical,119.98594153400867,OPTIMAL,6.635815336449362e7,OPTIMAL,6.6288951366017215e7,0.0,0.0,0.007722375,3.493453042,4.042965708,0.7602,2.73218125,0.419225916
gep_20_24_k_means_euclidean_dirac_1000_0.0001,587,20,24,k_means,euclidean,dirac,108.50886004776791,OPTIMAL,5.259740566347875e7,OPTIMAL,1.0324601840301523e8,0.0,0.0,0.007766167,0.219867,1.0e-6,1.861924209,6.69976125,0.419225916
gep_20_24_k_medoids_euclidean_dirac_1000_0.0001,587,20,24,k_medoids,euclidean,dirac,136.47321724682828,OPTIMAL,5.481039304988265e7,OPTIMAL,1.260304932695861e8,0.0,0.0,0.007832958,0.209778375,1.208e-6,1.853289208,8.875043333,0.419225916
gep_20_24_hull_euclidean_dirac_1000_0.0001,587,20,24,hull,euclidean,dirac,149.11955677327688,OPTIMAL,6.440762436222026e7,OPTIMAL,6.273990461685777e7,0.0,0.0,0.007881,2.276380958,1.25e-6,1.116195959,8.067362458,0.419225916
gep_20_24_k_means_euclidean_convex_1000_0.0001,587,20,24,k_means,euclidean,convex,103.01174415568444,OPTIMAL,5.2598162392992124e7,OPTIMAL,1.034777663777938e8,0.0,0.0,0.00775125,0.215016667,7.724824333,1.13742925,19.528463333,0.419225916
gep_20_24_k_medoids_euclidean_convex_1000_0.0001,587,20,24,k_medoids,euclidean,convex,115.76925610546772,OPTIMAL,5.4458668966365695e7,OPTIMAL,1.2614853908553134e8,0.0,0.0,0.007785458,0.607945917,8.333909792,1.165400166,25.07452825,0.419225916
gep_20_24_hull_euclidean_convex_1000_0.0001,587,20,24,hull,euclidean,convex,102.64688589446578,OPTIMAL,6.788046094573459e7,OPTIMAL,6.2979372148402475e7,0.0,0.0,0.007703583,1.747998625,6.786804333,1.380675459,17.555287084,0.419225916
gep_20_24_k_means_euclidean_conical_bounded_1000_0.0001,587,20,24,k_means,euclidean,conical_bounded,102.10534847670681,OPTIMAL,5.2293994423744105e7,OPTIMAL,1.0376926400621997e8,0.0,0.0,0.007899375,0.223596792,8.040515417,1.124461375,18.592390875,0.419225916
gep_20_24_k_medoids_euclidean_conical_bounded_1000_0.0001,587,20,24,k_medoids,euclidean,conical_bounded,114.13896337427556,OPTIMAL,5.400972232446861e7,OPTIMAL,1.2534763298289263e8,0.0,0.0,0.0078075,0.195667834,7.809622375,1.155270334,26.364695833,0.419225916
gep_20_24_hull_euclidean_conical_bounded_1000_0.0001,587,20,24,hull,euclidean,conical_bounded,101.03931950625943,OPTIMAL,6.0198086111941606e7,OPTIMAL,6.71217062874009e7,0.0,0.0,0.007775541,2.527700167,6.958112042,1.182665833,10.873811708,0.419225916
gep_20_24_k_means_euclidean_conical_1000_0.0001,587,20,24,k_means,euclidean,conical,103.30201841360567,OPTIMAL,5.3180816954068124e7,OPTIMAL,1.039324381536777e8,0.0,0.0,0.007700042,0.220531875,5.265094833,1.140304292,11.228468292,0.419225916
gep_20_24_k_medoids_euclidean_conical_1000_0.0001,587,20,24,k_medoids,euclidean,conical,123.05539465498038,OPTIMAL,5.517131547148531e7,OPTIMAL,1.2741580005551094e8,0.0,0.0,0.007701959,0.209629208,4.585622541,1.149071792,13.267643333,0.419225916
gep_20_24_hull_euclidean_conical_1000_0.0001,587,20,24,hull,euclidean,conical,107.08888290670377,OPTIMAL,6.727871854459745e7,OPTIMAL,6.617778015789292e7,0.0,0.0,0.007914375,4.667105834,5.846655333,1.198630208,20.021340667,0.419225916
gep_40_24_k_means_euclidean_dirac_1000_0.0001,587,40,24,k_means,euclidean,dirac,101.81145536981693,OPTIMAL,5.305180411470511e7,OPTIMAL,9.665703877454913e7,0.0,0.0,0.007870917,0.220808166,9.58e-7,2.115673875,23.23164075,0.419225916
gep_40_24_k_medoids_euclidean_dirac_1000_0.0001,587,40,24,k_medoids,euclidean,dirac,128.42133287812567,OPTIMAL,5.7224862678853594e7,OPTIMAL,9.717089592277452e7,0.0,0.0,0.007776084,0.591525167,1.167e-6,2.739882208,26.423303375,0.419225916
gep_40_24_hull_euclidean_dirac_1000_0.0001,587,40,24,hull,euclidean,dirac,137.53099530359475,OPTIMAL,6.166088591425453e7,OPTIMAL,6.2673645349849075e7,0.0,0.0,0.009055333,1.909415334,1.208e-6,2.1347865,22.181669417,0.419225916
gep_40_24_k_means_euclidean_convex_1000_0.0001,587,40,24,k_means,euclidean,convex,95.58773764180341,OPTIMAL,5.309505636341162e7,OPTIMAL,9.624771056308669e7,0.0,0.0,0.008229416,0.720673,15.885826958,2.038283,48.155868209,0.419225916
gep_40_24_k_medoids_euclidean_convex_1000_0.0001,587,40,24,k_medoids,euclidean,convex,101.90766852590698,OPTIMAL,5.7609862611712635e7,OPTIMAL,9.763686529920465e7,0.0,0.0,0.007693,0.64549375,12.27516325,1.983769542,37.384128833,0.419225916
gep_40_24_hull_euclidean_convex_1000_0.0001,587,40,24,hull,euclidean,convex,92.14706243314228,OPTIMAL,6.457814480088775e7,OPTIMAL,6.247882596411914e7,0.0,0.0,0.0079115,3.133508625,11.309318208,2.025319125,40.016213,0.419225916
gep_40_24_k_means_euclidean_conical_bounded_1000_0.0001,587,40,24,k_means,euclidean,conical_bounded,95.10214774807099,OPTIMAL,5.2835934288033016e7,OPTIMAL,9.579309831062692e7,0.0,0.0,0.007759208,0.239465375,13.21030275,2.791852833,36.255402125,0.419225916
gep_40_24_k_medoids_euclidean_conical_bounded_1000_0.0001,587,40,24,k_medoids,euclidean,conical_bounded,100.89569287228296,OPTIMAL,5.679379310439874e7,OPTIMAL,9.909462820997605e7,0.0,0.0,0.007701584,0.211507792,12.161865791,1.998734625,41.83360775,0.419225916
gep_40_24_hull_euclidean_conical_bounded_1000_0.0001,587,40,24,hull,euclidean,conical_bounded,90.32187715430886,OPTIMAL,6.4817469349927075e7,OPTIMAL,6.261791605933832e7,0.0,0.0,0.007961084,3.449475834,11.372882708,2.017504625,37.470952084,0.419225916
gep_40_24_k_means_euclidean_conical_1000_0.0001,587,40,24,k_means,euclidean,conical,97.11861390267696,OPTIMAL,5.343070966374049e7,OPTIMAL,9.618430402482902e7,0.0,0.0,0.0077455,0.213469667,8.544503916,1.946109834,40.632228375,0.419225916
gep_40_24_k_medoids_euclidean_conical_1000_0.0001,587,40,24,k_medoids,euclidean,conical,109.04561249498651,OPTIMAL,5.793238341392808e7,OPTIMAL,9.81776632708679e7,0.0,0.0,0.007823833,0.600757083,8.632624708,1.958781416,40.301189208,0.419225916
gep_40_24_hull_euclidean_conical_1000_0.0001,587,40,24,hull,euclidean,conical,96.45815187951132,OPTIMAL,6.569264112526526e7,OPTIMAL,6.257752903077952e7,0.0,0.0,0.007811958,6.198963833,9.450819417,2.009298125,38.087675875,0.419225916
gep_80_24_k_means_euclidean_dirac_1000_0.0001,587,80,24,k_means,euclidean,dirac,93.68100603159563,OPTIMAL,5.406814567684132e7,OPTIMAL,7.810284947046925e7,0.0,0.0,0.007749875,0.222423584,1.208e-6,4.068524125,72.846076917,0.419225916
gep_80_24_k_medoids_euclidean_dirac_1000_0.0001,587,80,24,k_medoids,euclidean,dirac,117.68921495237575,OPTIMAL,6.096659615870038e7,OPTIMAL,6.597175638762736e7,0.0,0.0,0.007850667,0.212899917,1.167e-6,4.950466416,48.375461166,0.419225916
gep_80_24_hull_euclidean_dirac_1000_0.0001,587,80,24,hull,euclidean,dirac,119.26227427209925,OPTIMAL,6.2487723378840365e7,OPTIMAL,6.238743738936756e7,0.0,0.0,0.007777583,4.896336583,1.041e-6,3.823612583,63.839547333,0.419225916
gep_80_24_k_means_euclidean_convex_1000_0.0001,587,80,24,k_means,euclidean,convex,86.60046972919189,OPTIMAL,5.389430693123945e7,OPTIMAL,7.797599412300111e7,0.0,0.0,0.007807042,0.639103834,22.489078042,3.865603,186.720780083,0.419225916
gep_80_24_k_medoids_euclidean_convex_1000_0.0001,587,80,24,k_medoids,euclidean,convex,93.74799894075316,OPTIMAL,5.997835393542631e7,OPTIMAL,6.612374571618664e7,0.0,0.0,0.007816167,0.208010334,18.255365416,3.925705042,228.537448459,0.419225916
gep_80_24_hull_euclidean_convex_1000_0.0001,587,80,24,hull,euclidean,convex,78.0646361575528,OPTIMAL,6.384897304399819e7,OPTIMAL,6.22571923073665e7,0.0,0.0,0.007804709,5.000041083,17.946958959,3.975129958,148.721076459,0.419225916
gep_80_24_k_means_euclidean_conical_bounded_1000_0.0001,587,80,24,k_means,euclidean,conical_bounded,86.2443625015746,OPTIMAL,5.3665033377371565e7,OPTIMAL,7.843201539226194e7,0.0,0.0,0.00797975,0.221061125,23.086149666,3.895330208,174.64138775,0.419225916
gep_80_24_k_medoids_euclidean_conical_bounded_1000_0.0001,587,80,24,k_medoids,euclidean,conical_bounded,93.2715187073333,OPTIMAL,5.95928277145319e7,OPTIMAL,6.601662344943666e7,0.0,0.0,0.007853083,0.520095958,18.941595042,3.965266542,242.239642708,0.419225916
gep_80_24_hull_euclidean_conical_bounded_1000_0.0001,587,80,24,hull,euclidean,conical_bounded,77.37675934470052,OPTIMAL,6.370342761180399e7,OPTIMAL,6.243312839668772e7,0.0,0.0,0.007853125,5.375429458,18.102379334,3.997880375,208.546901792,0.419225916
gep_80_24_k_means_euclidean_conical_1000_0.0001,587,80,24,k_means,euclidean,conical,91.50768097192284,OPTIMAL,5.411101654868725e7,OPTIMAL,7.828696731910491e7,0.0,0.0,0.007824084,0.597739958,6.537125375,4.5851965,234.508796792,0.419225916
gep_80_24_k_medoids_euclidean_conical_1000_0.0001,587,80,24,k_medoids,euclidean,conical,106.3519972957914,OPTIMAL,6.0912943724208474e7,OPTIMAL,6.581347812922506e7,0.0,0.0,0.007793084,0.415737958,9.093305917,3.810013792,246.718980125,0.419225916
gep_80_24_hull_euclidean_conical_1000_0.0001,587,80,24,hull,euclidean,conical,106.56921104566369,OPTIMAL,6.338717001952739e7,OPTIMAL,6.226668003798109e7,0.0,0.0,0.007881125,9.14284075,6.593166792,3.833208709,202.486454375,0.419225916
gep_1_8760_k_means_euclidean_dirac_1000_0.0001,891,1,8760,k_means,euclidean,dirac,0.0,OPTIMAL,6.1837278445682004e7,N/A,,0.0,0.0,0.007408917,0.453996291,1.042e-6,16.94948525,174.025004042,0.4235055
gep_5_24_k_means_euclidean_dirac_1000_0.0001,891,5,24,k_means,euclidean,dirac,119.15885343607431,OPTIMAL,5.1130120074035995e7,OPTIMAL,1.8132347472774518e8,0.0,0.0,0.00784,0.216566458,1.0e-6,0.531751792,0.7059075,0.4235055
gep_5_24_k_medoids_euclidean_dirac_1000_0.0001,891,5,24,k_medoids,euclidean,dirac,147.71448108835776,OPTIMAL,5.287549701689109e7,OPTIMAL,1.5994003124883038e8,0.0,0.0,0.007811375,0.214280833,1.166e-6,0.524590666,1.141835542,0.4235055
gep_5_24_hull_euclidean_dirac_1000_0.0001,891,5,24,hull,euclidean,dirac,173.4717128208796,OPTIMAL,6.2857240149566785e7,OPTIMAL,1.2353053467369208e8,0.0,0.0,0.007839333,1.1852585,6.66e-7,0.535266209,0.815600416,0.4235055
gep_5_24_k_means_euclidean_convex_1000_0.0001,891,5,24,k_means,euclidean,convex,115.27102805737931,OPTIMAL,5.103980846175238e7,OPTIMAL,1.766771521762383e8,0.0,0.0,0.007775708,0.892486875,2.617807583,0.531051459,1.196194334,0.4235055
gep_5_24_k_medoids_euclidean_convex_1000_0.0001,891,5,24,k_medoids,euclidean,convex,133.43397128901418,OPTIMAL,5.288264368967347e7,OPTIMAL,1.5646681364912102e8,0.0,0.0,0.007815333,0.218675042,3.764297875,0.565583291,1.469460125,0.4235055
gep_5_24_hull_euclidean_convex_1000_0.0001,891,5,24,hull,euclidean,convex,129.41207299677853,OPTIMAL,6.170421914749668e7,OPTIMAL,1.3263363744331385e8,0.0,0.0,0.0078175,1.173170625,3.011188542,0.55050675,1.395467916,0.4235055
gep_5_24_k_means_euclidean_conical_bounded_1000_0.0001,891,5,24,k_means,euclidean,conical_bounded,114.01934515176552,OPTIMAL,5.065374321743211e7,OPTIMAL,1.7313373089376804e8,0.0,0.0,0.00768025,0.214402667,3.966905834,0.548715959,1.061337541,0.4235055
gep_5_24_k_medoids_euclidean_conical_bounded_1000_0.0001,891,5,24,k_medoids,euclidean,conical_bounded,130.45762468057166,OPTIMAL,5.21872833099272e7,OPTIMAL,1.5506196794688836e8,0.0,0.0,0.007796041,0.217156416,4.206901292,0.539842083,1.377568583,0.4235055
gep_5_24_hull_euclidean_conical_bounded_1000_0.0001,891,5,24,hull,euclidean,conical_bounded,120.63951748592591,OPTIMAL,6.0063438614278354e7,OPTIMAL,7.264181791575289e7,0.0,0.0,0.007966958,1.53228725,3.637663916,0.568746,1.45953325,0.4235055
gep_5_24_k_means_euclidean_conical_1000_0.0001,891,5,24,k_means,euclidean,conical,115.04865492430278,OPTIMAL,5.177220503903552e7,OPTIMAL,1.833663783139645e8,0.0,0.0,0.007760209,0.220240167,2.440473042,0.54423875,1.047394167,0.4235055
gep_5_24_k_medoids_euclidean_conical_1000_0.0001,891,5,24,k_medoids,euclidean,conical,140.2147443790478,OPTIMAL,5.314974304139248e7,OPTIMAL,1.5985282363090986e8,0.0,0.0,0.007708084,0.60196575,2.235158709,0.573294875,1.360580208,0.4235055
gep_5_24_hull_euclidean_conical_1000_0.0001,891,5,24,hull,euclidean,conical,127.12535153190645,OPTIMAL,6.922484244260426e7,OPTIMAL,6.643101451200378e7,0.0,0.0,0.007678,3.061009416,0.045079208,0.594221833,1.208806291,0.4235055
gep_10_24_k_means_euclidean_dirac_1000_0.0001,891,10,24,k_means,euclidean,dirac,113.76643529763633,OPTIMAL,5.173350550777636e7,OPTIMAL,1.3117838763791856e8,0.0,0.0,0.007801,0.667909709,1.292e-6,0.683543084,2.136624167,0.4235055
gep_10_24_k_medoids_euclidean_dirac_1000_0.0001,891,10,24,k_medoids,euclidean,dirac,141.96924207749518,OPTIMAL,5.417770562724446e7,OPTIMAL,1.4654444576639667e8,0.0,0.0,0.007904041,0.216630583,1.125e-6,1.368872834,2.279839917,0.4235055
gep_10_24_hull_euclidean_dirac_1000_0.0001,891,10,24,hull,euclidean,dirac,163.04728312214434,OPTIMAL,7.387734504087318e7,OPTIMAL,6.821735691224927e7,0.0,0.0,0.007915917,1.692388041,1.25e-6,0.764283709,2.677065583,0.4235055
gep_10_24_k_means_euclidean_convex_1000_0.0001,891,10,24,k_means,euclidean,convex,109.75232499543577,OPTIMAL,5.1779415804799445e7,OPTIMAL,1.3242641798781073e8,0.0,0.0,0.007766542,0.901098834,4.317800125,0.725486166,2.5403105,0.4235055
gep_10_24_k_medoids_euclidean_convex_1000_0.0001,891,10,24,k_medoids,euclidean,convex,124.83461105055868,OPTIMAL,5.389544715356297e7,OPTIMAL,1.4453644358079192e8,0.0,0.0,0.007700208,0.197713875,5.560984708,0.753801583,2.879441959,0.4235055
gep_10_24_hull_euclidean_convex_1000_0.0001,891,10,24,hull,euclidean,convex,113.57617621396463,OPTIMAL,7.14280855775156e7,OPTIMAL,6.943606140373045e7,0.0,0.0,0.0078375,1.615402958,4.547320708,0.752288709,2.481223125,0.4235055
gep_10_24_k_means_euclidean_conical_bounded_1000_0.0001,891,10,24,k_means,euclidean,conical_bounded,108.60912224309152,OPTIMAL,5.1393325141678825e7,OPTIMAL,1.3236147952123597e8,0.0,0.0,0.007735625,0.208538834,5.174328084,0.738580708,2.526455875,0.4235055
gep_10_24_k_medoids_euclidean_conical_bounded_1000_0.0001,891,10,24,k_medoids,euclidean,conical_bounded,123.7398169440952,OPTIMAL,5.354730870643793e7,OPTIMAL,1.4412059705827805e8,0.0,0.0,0.007827083,0.204474834,5.617915,0.763157625,2.577570834,0.4235055
gep_10_24_hull_euclidean_conical_bounded_1000_0.0001,891,10,24,hull,euclidean,conical_bounded,111.32824247619048,OPTIMAL,5.9899631667015284e7,OPTIMAL,6.949330907763323e7,0.0,0.0,0.007692584,1.443535208,4.943403625,0.806853042,2.720879291,0.4235055
gep_10_24_k_means_euclidean_conical_1000_0.0001,891,10,24,k_means,euclidean,conical,109.69942084589393,OPTIMAL,5.243292511757882e7,OPTIMAL,1.3512928567741883e8,0.0,0.0,0.007860958,0.217715667,3.384709792,0.724748458,2.460501834,0.4235055
gep_10_24_k_medoids_euclidean_conical_1000_0.0001,891,10,24,k_medoids,euclidean,conical,130.66591524447594,OPTIMAL,5.458808740947372e7,OPTIMAL,1.4706686501063505e8,0.0,0.0,0.007742292,0.205129375,3.708703333,0.72491275,2.353398208,0.4235055
gep_10_24_hull_euclidean_conical_1000_0.0001,891,10,24,hull,euclidean,conical,119.98594153400867,OPTIMAL,6.635815336449362e7,OPTIMAL,6.6288951366017215e7,0.0,0.0,0.007797166,3.85809825,4.057140334,0.74552075,2.780344292,0.4235055
gep_20_24_k_means_euclidean_dirac_1000_0.0001,891,20,24,k_means,euclidean,dirac,108.50886004776791,OPTIMAL,5.259740566347875e7,OPTIMAL,1.0324601840301523e8,0.0,0.0,0.007748125,0.210253958,7.08e-7,1.406646666,6.617270875,0.4235055
gep_20_24_k_medoids_euclidean_dirac_1000_0.0001,891,20,24,k_medoids,euclidean,dirac,136.47321724682828,OPTIMAL,5.481039304988265e7,OPTIMAL,1.260304932695861e8,0.0,0.0,0.007802666,0.196941,1.083e-6,1.774456208,9.078623542,0.4235055
gep_20_24_hull_euclidean_dirac_1000_0.0001,891,20,24,hull,euclidean,dirac,149.11955677327688,OPTIMAL,6.440762436222026e7,OPTIMAL,6.273990461685777e7,0.0,0.0,0.007765958,2.106856291,8.75e-7,1.104287708,8.222802375,0.4235055
gep_20_24_k_means_euclidean_convex_1000_0.0001,891,20,24,k_means,euclidean,convex,103.01174415568444,OPTIMAL,5.2598162392992124e7,OPTIMAL,1.034777663777938e8,0.0,0.0,0.007724833,0.207159917,7.85412175,1.136404708,19.686483083,0.4235055
